nombre_repo,url_repo,estrellas,ruta_coincidente,rutas_coincidentes,coincidencias,origen
mob-sakai/OpenSesame,https://api.github.com/repos/mob-sakai/OpenSesame,35.0,roslyn/docs/analyzers/Report Analyzer Format.md,roslyn/docs/analyzers/Report Analyzer Format.md,1,gh search code
moghazy17/jobradar,https://api.github.com/repos/moghazy17/jobradar,,.claude/commands/speckit.specify.md,.claude/commands/speckit.specify.md,1,gh search code
Mohsin-Raza-developer/Physical-AI-Humanoid-Robotics-Textbook,https://api.github.com/repos/Mohsin-Raza-developer/Physical-AI-Humanoid-Robotics-Textbook,,QWEN.md,QWEN.md; CLAUDE.md,2,gh search code
monolayer/monorepo,https://api.github.com/repos/monolayer/monorepo,6.0,packages/sdk/.gemini/commands/speckit.specify.toml,packages/sdk/.gemini/commands/speckit.specify.toml,1,gh search code
Monotoba/OpenPrintKit,https://api.github.com/repos/Monotoba/OpenPrintKit,1.0,spec.md,spec.md,1,gh search code
monteirojoaoluiz/InvestoPilotwo,https://api.github.com/repos/monteirojoaoluiz/InvestoPilotwo,,.claude/commands/speckit.tasks.md,.claude/commands/speckit.tasks.md,1,gh search code
moonbitlang/moon,https://api.github.com/repos/moonbitlang/moon,387.0,crates/moonbuild-rupes-recta/src/build_plan/builders.rs,crates/moonbuild-rupes-recta/src/build_plan/builders.rs,1,gh search code
MoonLadderStudios/MoonMind,https://api.github.com/repos/MoonLadderStudios/MoonMind,7.0,specs/070-manifest-ingest/quickstart.md,specs/070-manifest-ingest/quickstart.md; specs/004-install-codex-spec/plan.md; specs/020-generic-container-runner/plan.md; specs/042-queue-layout-switch/plan.md; specs/070-manifest-ingest-runtime/quickstart.md; specs/053-resubmit-terminal-tasks/quickstart.md; specs/071-temporal-migration-5-13/plan.md; specs/011-remote-worker-daemon/plan.md; specs/049-task-recurring-schedules/checklists/requirements.md; specs/069-temporal-dashboard-integration/tasks.md,10,gh search code
mplorentz/horcrux,https://api.github.com/repos/mplorentz/horcrux,15.0,specs/003-lockbox-recovery/plan.md,specs/003-lockbox-recovery/plan.md,1,gh search code
Mr-Noiam/physical-ai-textbook,https://api.github.com/repos/Mr-Noiam/physical-ai-textbook,,about.md,about.md,1,gh search code
MrNizzy/caffy,https://api.github.com/repos/MrNizzy/caffy,1.0,.specify/scripts/powershell/update-agent-context.ps1,.specify/scripts/powershell/update-agent-context.ps1,1,gh search code
msaad-ai/Evolution-of-Todo,https://api.github.com/repos/msaad-ai/Evolution-of-Todo,,phase-2/.specify/templates/landing/QUICKSTART.md,phase-2/.specify/templates/landing/QUICKSTART.md; phase-3/.specify/templates/landing/QUICKSTART.md,2,gh search code
msftsean/vibecoded_marathon_photos,https://api.github.com/repos/msftsean/vibecoded_marathon_photos,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
msheikhmoin/Physical-AI-Robotics,https://api.github.com/repos/msheikhmoin/Physical-AI-Robotics,,specify/scripts/powershell/create-new-feature.ps1,specify/scripts/powershell/create-new-feature.ps1,1,gh search code
MuhammadAbdullah95/spec_driven_development,https://api.github.com/repos/MuhammadAbdullah95/spec_driven_development,7.0,todo-list-app_qwen_cli/.specify/scripts/bash/update-agent-context.sh,todo-list-app_qwen_cli/.specify/scripts/bash/update-agent-context.sh,1,gh search code
muhammadmubashir72/AIDD-30-Days-Challenge,https://api.github.com/repos/muhammadmubashir72/AIDD-30-Days-Challenge,,Task-08/.specify/scripts/powershell/create-new-feature.ps1,Task-08/.specify/scripts/powershell/create-new-feature.ps1,1,gh search code
MuhammadMuneebSiddique/Hackathon_02,https://api.github.com/repos/MuhammadMuneebSiddique/Hackathon_02,,Phase_01/CLAUDE.md,Phase_01/CLAUDE.md,1,gh search code
muhammadsami987123/AISpec-Driven-Hackathon_book,https://api.github.com/repos/muhammadsami987123/AISpec-Driven-Hackathon_book,,.cursor/commands/sp.plan.md,.cursor/commands/sp.plan.md,1,gh search code
mulesoft/docs-connectors,https://api.github.com/repos/mulesoft/docs-connectors,34.0,salesforce/11.3/modules/ROOT/pages/salesforce-connector-config-topics.adoc,salesforce/11.3/modules/ROOT/pages/salesforce-connector-config-topics.adoc,1,gh search code
muliPal/balansys,https://api.github.com/repos/muliPal/balansys,,v_14/code/app.ts,v_14/code/app.ts,1,gh search code
munificent/magpie,https://api.github.com/repos/munificent/magpie,376.0,spec/lib/async/Channel.mag,spec/lib/async/Channel.mag; spec/lib/magpie/core/List.mag,2,gh search code
MustafaAgentBuilder/Sir-Project-Tutor-Agent,https://api.github.com/repos/MustafaAgentBuilder/Sir-Project-Tutor-Agent,,Tutor_Agent_v0.2/.cursor/commands/sp.specify.md,Tutor_Agent_v0.2/.cursor/commands/sp.specify.md,1,gh search code
mWater/wwmc-map,https://api.github.com/repos/mWater/wwmc-map,,src/components/popup/tabs/WaterActionTab.tsx,src/components/popup/tabs/WaterActionTab.tsx,1,gh search code
myoshi2891/The-Wild-Oasis-For-User,https://api.github.com/repos/myoshi2891/The-Wild-Oasis-For-User,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
nadeemsangrasi/humanoid-and-robotic-book,https://api.github.com/repos/nadeemsangrasi/humanoid-and-robotic-book,,.specify/README.md,.specify/README.md,1,gh search code
naila-ady/AI_book_hacakthon,https://api.github.com/repos/naila-ady/AI_book_hacakthon,,frontend/.specify/scripts/powershell/create-new-feature.ps1,frontend/.specify/scripts/powershell/create-new-feature.ps1,1,gh search code
nakatatsu/psm,https://api.github.com/repos/nakatatsu/psm,,.claude/skills/speckit.plan/SKILL.md,.claude/skills/speckit.plan/SKILL.md,1,gh search code
NASA-AMMOS/MMGIS,https://api.github.com/repos/NASA-AMMOS/MMGIS,194.0,.specify/scripts/bash/common.sh,.specify/scripts/bash/common.sh; .specify/scripts/bash/create-new-feature.sh,2,gh search code
nasa/europa,https://api.github.com/repos/nasa/europa,226.0,examples/UBO/UBO-initial-state.nddl,examples/UBO/UBO-initial-state.nddl,1,gh search code
NAVEED261/project-1,https://api.github.com/repos/NAVEED261/project-1,,CLAUDE.md,CLAUDE.md,1,gh search code
NCAR/COAWST-3DPBL,https://api.github.com/repos/NCAR/COAWST-3DPBL,,WRF/phys/module_cu_mskf.F,WRF/phys/module_cu_mskf.F,1,gh search code
ncrmro/tetrastack,https://api.github.com/repos/ncrmro/tetrastack,1.0,PLAN.md,PLAN.md,1,gh search code
NCX-Community/Ncx,https://api.github.com/repos/NCX-Community/Ncx,70.0,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
near/wallet-selector,https://api.github.com/repos/near/wallet-selector,180.0,packages/modal-ui/src/lib/components/styles.css,packages/modal-ui/src/lib/components/styles.css,1,gh search code
nestojimenez/AWStextExtract,https://api.github.com/repos/nestojimenez/AWStextExtract,,java/example_code/emr/runjobflow-configurationclassification.java,java/example_code/emr/runjobflow-configurationclassification.java,1,gh search code
NeverMore93/opencode-feishu,https://api.github.com/repos/NeverMore93/opencode-feishu,14.0,CLAUDE.md,CLAUDE.md,1,gh search code
next-l/enju_leaf,https://api.github.com/repos/next-l/enju_leaf,126.0,app/controllers/agent_merge_lists_controller.rb,app/controllers/agent_merge_lists_controller.rb,1,gh search code
Niallfitzy1/simrig-autolauncher,https://api.github.com/repos/Niallfitzy1/simrig-autolauncher,,SimRigAutoLauncher/.specify/scripts/powershell/update-agent-context.ps1,SimRigAutoLauncher/.specify/scripts/powershell/update-agent-context.ps1,1,gh search code
niklasschreiber/vulner,https://api.github.com/repos/niklasschreiber/vulner,,APEX/LightningFlowComponents-master/flow_action_components/HTTPBuilder/force-app/main/default/lwc/mapJSONArrayCPE/mapJSONArrayCPE.html,APEX/LightningFlowComponents-master/flow_action_components/HTTPBuilder/force-app/main/default/lwc/mapJSONArrayCPE/mapJSONArrayCPE.html,1,gh search code
nilver987/PDS-2025-2-test-sonar-test-oreginal,https://api.github.com/repos/nilver987/PDS-2025-2-test-sonar-test-oreginal,,docker/jenkins/jenkins_home/plugins/role-strategy/js/tableManage.js,docker/jenkins/jenkins_home/plugins/role-strategy/js/tableManage.js,1,gh search code
nirinovich/malitix,https://api.github.com/repos/nirinovich/malitix,,eslint.config.js,eslint.config.js,1,gh search code
NL-BioImaging/biomero,https://api.github.com/repos/NL-BioImaging/biomero,25.0,biomero/constants.py,biomero/constants.py,1,gh search code
NOAA-CSL/WRF-Chem_CSL_Publications,https://api.github.com/repos/NOAA-CSL/WRF-Chem_CSL_Publications,,Qindan_Zhu_et_al_2024/WRF-Chem-source-code/RACM2B-VCP/WRF-Chem-csl_release-v4.2.2_racm_berk_vcp_noI/phys/module_cu_mskf.F,Qindan_Zhu_et_al_2024/WRF-Chem-source-code/RACM2B-VCP/WRF-Chem-csl_release-v4.2.2_racm_berk_vcp_noI/phys/module_cu_mskf.F,1,gh search code
NOAA-EMC/HRRR,https://api.github.com/repos/NOAA-EMC/HRRR,9.0,sorc/hrrr_wrfarw.fd/WRFV3.9/chem/module_aerosols_sorgam.F,sorc/hrrr_wrfarw.fd/WRFV3.9/chem/module_aerosols_sorgam.F,1,gh search code
NOAHXDM/NGEip,https://api.github.com/repos/NOAHXDM/NGEip,1.0,.specify/scripts/bash/create-new-feature.sh,.specify/scripts/bash/create-new-feature.sh,1,gh search code
nomadkaraoke/python-audio-separator,https://api.github.com/repos/nomadkaraoke/python-audio-separator,1087.0,.specify/templates/plan-template.md,.specify/templates/plan-template.md; specs/main/plan.md,2,gh search code
nordluf/gemini-dockerized-cli,https://api.github.com/repos/nordluf/gemini-dockerized-cli,4.0,seed/entrypoint.sh,seed/entrypoint.sh,1,gh search code
novelbytelabs/ArqonHPO,https://api.github.com/repos/novelbytelabs/ArqonHPO,,.specify/templates/spec-template.md,.specify/templates/spec-template.md,1,gh search code
nprbst/speck,https://api.github.com/repos/nprbst/speck,3.0,.speck/transformation-history.json,.speck/transformation-history.json; plugins/speck/scripts/check-prerequisites.ts,2,gh search code
nuitsjp/mkdocs-mermaid-to-svg,https://api.github.com/repos/nuitsjp/mkdocs-mermaid-to-svg,1.0,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
obsproject/obs-studio,https://api.github.com/repos/obsproject/obs-studio,71120.0,frontend/data/locale/gl-ES.ini,frontend/data/locale/gl-ES.ini; frontend/data/locale/lo-LA.ini; frontend/data/locale/sv-SE.ini; frontend/data/locale/ms-MY.ini; frontend/data/locale/pl-PL.ini; frontend/data/locale/ka-GE.ini,6,gh search code
open-platform-model/opm,https://api.github.com/repos/open-platform-model/opm,2.0,AGENTS.md,AGENTS.md,1,gh search code
openclaw/skills,https://api.github.com/repos/openclaw/skills,3286.0,skills/karmafeast/strudel-music/README.md,skills/karmafeast/strudel-music/README.md; skills/mydearzsy/sdd-dev-workflow/scripts/init-project.sh,2,gh search code
openjdk-mirror/jdk7u-jdk,https://api.github.com/repos/openjdk-mirror/jdk7u-jdk,539.0,src/share/classes/sun/security/util/Resources_sv.java,src/share/classes/sun/security/util/Resources_sv.java,1,gh search code
openjdk/playground,https://api.github.com/repos/openjdk/playground,7.0,src/java.base/share/classes/sun/security/tools/keytool/Main.java,src/java.base/share/classes/sun/security/tools/keytool/Main.java,1,gh search code
openjdkgit/playground,https://api.github.com/repos/openjdkgit/playground,,src/java.base/share/classes/sun/security/tools/keytool/Main.java,src/java.base/share/classes/sun/security/tools/keytool/Main.java,1,gh search code
OpenLiberty/open-liberty,https://api.github.com/repos/OpenLiberty/open-liberty,1241.0,dev/com.ibm.ws.config/src/com/ibm/ws/config/xml/internal/MetaTypeRegistry.java,dev/com.ibm.ws.config/src/com/ibm/ws/config/xml/internal/MetaTypeRegistry.java,1,gh search code
OpenNeuroStudies/OpenNeuroStudies,https://api.github.com/repos/OpenNeuroStudies/OpenNeuroStudies,2.0,CLAUDE.md,CLAUDE.md,1,gh search code
OpenZeppelin/guardian,https://api.github.com/repos/OpenZeppelin/guardian,4.0,.agents/skills/speckit-plan/SKILL.md,.agents/skills/speckit-plan/SKILL.md,1,gh search code
opsmill/infrahub-ansible,https://api.github.com/repos/opsmill/infrahub-ansible,16.0,.specify/scripts/bash/update-agent-context.sh,.specify/scripts/bash/update-agent-context.sh,1,gh search code
opsmill/infrahub-demo-service-catalog,https://api.github.com/repos/opsmill/infrahub-demo-service-catalog,8.0,dev/commands/speckit.plan.md,dev/commands/speckit.plan.md,1,gh search code
orb-zone/dotted-json,https://api.github.com/repos/orb-zone/dotted-json,,.claude/commands/plan.md,.claude/commands/plan.md; .specify/agents/performance-auditor.md,2,gh search code
orb-zone/web-craft,https://api.github.com/repos/orb-zone/web-craft,,.claude/commands/plan.md,.claude/commands/plan.md; .specify/agents/performance-auditor.md,2,gh search code
ordinary7Zz/speckit_Test,https://api.github.com/repos/ordinary7Zz/speckit_Test,,.cursor/commands/speckit.checklist.md,.cursor/commands/speckit.checklist.md; .cursor/commands/speckit.analyze.md,2,gh search code
originnet-meta/syndy-creator-studio,https://api.github.com/repos/originnet-meta/syndy-creator-studio,,frontend/data/locale/gl-ES.ini,frontend/data/locale/gl-ES.ini; frontend/data/locale/lo-LA.ini; frontend/data/locale/sv-SE.ini; frontend/data/locale/ms-MY.ini; frontend/data/locale/pl-PL.ini; frontend/data/locale/ka-GE.ini,6,gh search code
ospgroupvn/so-xo-2026,https://api.github.com/repos/ospgroupvn/so-xo-2026,,.claude/commands/speckit.specify.md,.claude/commands/speckit.specify.md,1,gh search code
pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas,48221.0,doc/source/user_guide/reshaping.rst,doc/source/user_guide/reshaping.rst,1,gh search code
pandas-dev/pandas-dev.github.io,https://api.github.com/repos/pandas-dev/pandas-dev.github.io,,pandas-docs/dev/_sources/user_guide/reshaping.rst.txt,pandas-docs/dev/_sources/user_guide/reshaping.rst.txt,1,gh search code
papalino456/RoboMop,https://api.github.com/repos/papalino456/RoboMop,2.0,WARP.md,WARP.md,1,gh search code
Papanii/GitBeadsIssueManagement,https://api.github.com/repos/Papanii/GitBeadsIssueManagement,,bin/bdim,bin/bdim,1,gh search code
paradoxinversion/eoe-2026,https://api.github.com/repos/paradoxinversion/eoe-2026,,.specify/templates/spec-template.md,.specify/templates/spec-template.md,1,gh search code
parseen254/template-11-2025,https://api.github.com/repos/parseen254/template-11-2025,,AGENTS.md,AGENTS.md,1,gh search code
partme-ai/speckit-skills,https://api.github.com/repos/partme-ai/speckit-skills,1.0,AGENTS.md,AGENTS.md,1,gh search code
pauljbernard/browsersm,https://api.github.com/repos/pauljbernard/browsersm,3.0,.specify/specs/IMPLEMENTATION_GUIDE.md,.specify/specs/IMPLEMENTATION_GUIDE.md,1,gh search code
paulrayner/ddd_sample_app_ruby,https://api.github.com/repos/paulrayner/ddd_sample_app_ruby,247.0,spec/domain/cargo/cargo_spec.rb,spec/domain/cargo/cargo_spec.rb,1,gh search code
peaceful-weapon/art-voice-agent-accelerator-S,https://api.github.com/repos/peaceful-weapon/art-voice-agent-accelerator-S,,docs/archive/proposals/specify-integration-proposal.md,docs/archive/proposals/specify-integration-proposal.md,1,gh search code
peachpiecompiler/Peachpie.Microsoft.CodeAnalysis,https://api.github.com/repos/peachpiecompiler/Peachpie.Microsoft.CodeAnalysis,10.0,docs/analyzers/Report Analyzer Format.md,docs/analyzers/Report Analyzer Format.md,1,gh search code
pegesund/Gruntvig,https://api.github.com/repos/pegesund/Gruntvig,1.0,public/stylesheets/placeCSS.css,public/stylesheets/placeCSS.css,1,gh search code
peluzzza/OrchestationAgentsSkillLike,https://api.github.com/repos/peluzzza/OrchestationAgentsSkillLike,,demos/specify-pipeline-demo/EXPECTED_FLOW.md,demos/specify-pipeline-demo/EXPECTED_FLOW.md,1,gh search code
pentaho/pentaho-kettle,https://api.github.com/repos/pentaho/pentaho-kettle,8322.0,ui/src/main/java/org/pentaho/di/ui/job/entries/trans/JobEntryBaseDialog.java,ui/src/main/java/org/pentaho/di/ui/job/entries/trans/JobEntryBaseDialog.java; plugins/excel/core/src/main/resources/org/pentaho/di/trans/steps/excelwriter/messages/messages_en_US.properties,2,gh search code
peternicholls/Home-Temperature-Monitoring,https://api.github.com/repos/peternicholls/Home-Temperature-Monitoring,,AGENTS.md,AGENTS.md; .github/agents/copilot-instructions.md,2,gh search code
pigfoot/gemini-cli-hubs,https://api.github.com/repos/pigfoot/gemini-cli-hubs,,.GEMINI.md,.GEMINI.md,1,gh search code
pigfoot/gha-user-agent,https://api.github.com/repos/pigfoot/gha-user-agent,1.0,GEMINI.md,GEMINI.md,1,gh search code
PixelAndSyntax/Legacy-Backend-SpringBoot2-Java11,https://api.github.com/repos/PixelAndSyntax/Legacy-Backend-SpringBoot2-Java11,,.specify/templates/commands/tasks.md,.specify/templates/commands/tasks.md,1,gh search code
pkirsanov/bubbles,https://api.github.com/repos/pkirsanov/bubbles,,bubbles/scripts/cli.sh,bubbles/scripts/cli.sh; docs/recipes/setup-project.md; agents/bubbles.status.agent.md,3,gh search code
PMuraya/outlook,https://api.github.com/repos/PMuraya/outlook,,v/code/app.ts,v/code/app.ts,1,gh search code
polarizertech/spec-kit-extensions,https://api.github.com/repos/polarizertech/spec-kit-extensions,9.0,install.sh,install.sh,1,gh search code
pollumlabs/tutumon-app,https://api.github.com/repos/pollumlabs/tutumon-app,1.0,src/styles/tailwind.css,src/styles/tailwind.css,1,gh search code
popoloni/non-deterministic-sdd,https://api.github.com/repos/popoloni/non-deterministic-sdd,2.0,playbooks/03-legacy-integration.md,playbooks/03-legacy-integration.md,1,gh search code
powermedia/FreeSwitch,https://api.github.com/repos/powermedia/FreeSwitch,2.0,libs/freetdm/src/ftmod/ftmod_zt/ftmod_zt.c,libs/freetdm/src/ftmod/ftmod_zt/ftmod_zt.c,1,gh search code
PR-CYBR/PR-CYBR-M3SH-BBS,https://api.github.com/repos/PR-CYBR/PR-CYBR-M3SH-BBS,2.0,.specify/spec.md,.specify/spec.md,1,gh search code
PR-CYBR/PR-CYBR-MGMT-N0D3,https://api.github.com/repos/PR-CYBR/PR-CYBR-MGMT-N0D3,,.specify/plan.md,.specify/plan.md,1,gh search code
PR-CYBR/PR-SJU,https://api.github.com/repos/PR-CYBR/PR-SJU,,DOCKER.md,DOCKER.md,1,gh search code
pradeepmouli/confignore,https://api.github.com/repos/pradeepmouli/confignore,,.github/agents/speckit.enhance.agent.md,.github/agents/speckit.enhance.agent.md,1,gh search code
pradeepmouli/hap-fluent,https://api.github.com/repos/pradeepmouli/hap-fluent,1.0,.specify/extensions/workflows/commands/issue-sync-after-tasks.md,.specify/extensions/workflows/commands/issue-sync-after-tasks.md; .specify/extensions/workflows/commands/enhance.md; .specify/extensions/workflows/extensions/DEVELOPMENT.md; .specify/extensions/workflows/scripts/powershell/create-hotfix.ps1; .github/agents/speckit.workflows.bugfix.agent.md; .codex/commands/speckit.enhance.md; .specify/scripts/bash/common.sh,7,gh search code
pradeepmouli/HomeAtlas,https://api.github.com/repos/pradeepmouli/HomeAtlas,1.0,.github/agents/speckit.enhance.agent.md,.github/agents/speckit.enhance.agent.md,1,gh search code
pradeepmouli/homebridge-rabbitair,https://api.github.com/repos/pradeepmouli/homebridge-rabbitair,1.0,.specify/scripts/bash/create-refactor.sh,.specify/scripts/bash/create-refactor.sh; .github/agents/speckit.enhance.agent.md,2,gh search code
pradeepmouli/kettle-mcp,https://api.github.com/repos/pradeepmouli/kettle-mcp,1.0,.specify/templates/commands/plan.md,.specify/templates/commands/plan.md,1,gh search code
pradeepmouli/langium-zod,https://api.github.com/repos/pradeepmouli/langium-zod,1.0,.specify/extensions/workflows/commands/enhance.md,.specify/extensions/workflows/commands/enhance.md; .specify/scripts/bash/create-hotfix.sh; .specify/scripts/bash/create-refactor.sh; .specify/extensions/workflows/scripts/powershell/create-hotfix.ps1; .specify/scripts/bash/common.sh,5,gh search code
pradeepmouli/lspeasy,https://api.github.com/repos/pradeepmouli/lspeasy,1.0,.specify/scripts/bash/create-hotfix.sh,.specify/scripts/bash/create-hotfix.sh,1,gh search code
pradeepmouli/lsproxy,https://api.github.com/repos/pradeepmouli/lsproxy,,.specify/scripts/bash/create-hotfix.sh,.specify/scripts/bash/create-hotfix.sh; .github/agents/speckit.enhance.agent.md,2,gh search code
pradeepmouli/objectenvy,https://api.github.com/repos/pradeepmouli/objectenvy,1.0,.specify/extensions/workflows/commands/issue-sync-after-tasks.md,.specify/extensions/workflows/commands/issue-sync-after-tasks.md; .specify/extensions/workflows/commands/enhance.md; .specify/extensions/workflows/extensions/DEVELOPMENT.md; .specify/scripts/bash/create-refactor.sh; .specify/extensions/workflows/scripts/powershell/create-hotfix.ps1; .specify/scripts/bash/common.sh,6,gh search code
pradeepmouli/procxy,https://api.github.com/repos/pradeepmouli/procxy,1.0,.specify/extensions/workflows/commands/issue-sync-after-tasks.md,.specify/extensions/workflows/commands/issue-sync-after-tasks.md; .specify/extensions/workflows/commands/enhance.md; .specify/extensions/workflows/extensions/DEVELOPMENT.md; .specify/extensions/workflows/scripts/powershell/create-hotfix.ps1; .specify/scripts/bash/common.sh,5,gh search code
pradeepmouli/rune-langium,https://api.github.com/repos/pradeepmouli/rune-langium,1.0,.specify/scripts/bash/create-hotfix.sh,.specify/scripts/bash/create-hotfix.sh; .agents/commands/speckit.bugfix.md; .claude/skills/speckit-enhance/SKILL.md,3,gh search code
pradeepmouli/spec-kit-extensions,https://api.github.com/repos/pradeepmouli/spec-kit-extensions,3.0,commands/issue-sync-after-tasks.md,commands/issue-sync-after-tasks.md,1,gh search code
pradeepmouli/unacy,https://api.github.com/repos/pradeepmouli/unacy,1.0,.specify/extensions/workflows/commands/enhance.md,.specify/extensions/workflows/commands/enhance.md; .specify/extensions/workflows/commands/issue-sync-after-tasks.md; .specify/extensions/workflows/scripts/powershell/create-hotfix.ps1; .specify/scripts/bash/create-refactor.sh; .specify/scripts/bash/common.sh,5,gh search code
pradeepmouli/zod-to-form,https://api.github.com/repos/pradeepmouli/zod-to-form,1.0,tsconfig.json,tsconfig.json; .agents/commands/speckit.bugfix.md; .specify/scripts/bash/create-hotfix.sh; .specify/scripts/bash/create-refactor.sh,4,gh search code
Priivacy-ai/spec-kitty,https://api.github.com/repos/Priivacy-ai/spec-kitty,955.0,src/specify_cli/upgrade/migrations/m_0_13_0_update_constitution_templates.py,src/specify_cli/upgrade/migrations/m_0_13_0_update_constitution_templates.py,1,gh search code
pureplay-ai/pureplay-plug-ui,https://api.github.com/repos/pureplay-ai/pureplay-plug-ui,,scripts/cleanup-monorepo.sh,scripts/cleanup-monorepo.sh,1,gh search code
pymc-devs/pymc-extras,https://api.github.com/repos/pymc-devs/pymc-extras,136.0,pymc_extras/statespace/models/ETS.py,pymc_extras/statespace/models/ETS.py,1,gh search code
pythonpydev/xfce4-terminal-theme-creator,https://api.github.com/repos/pythonpydev/xfce4-terminal-theme-creator,,.specify/AUDIT.md,.specify/AUDIT.md,1,gh search code
Qnurye/jubilant-octo-journey,https://api.github.com/repos/Qnurye/jubilant-octo-journey,1.0,AGENTS.md,AGENTS.md; CLAUDE.md,2,gh search code
Qucs/qucs,https://api.github.com/repos/Qucs/qucs,1280.0,qucs-filter-v2/qf_settings.cpp,qucs-filter-v2/qf_settings.cpp,1,gh search code
raawaa/jav-scrapy,https://api.github.com/repos/raawaa/jav-scrapy,1166.0,IFLOW.md,IFLOW.md; .specify/templates/plan-template.md,2,gh search code
raccioly/docguard,https://api.github.com/repos/raccioly/docguard,8.0,cli/ensure-skills.mjs,cli/ensure-skills.mjs,1,gh search code
Radix-Obsidian/Sheplang,https://api.github.com/repos/Radix-Obsidian/Sheplang,,.specify/CURRENT_STATUS.md,.specify/CURRENT_STATUS.md,1,gh search code
railroadmedia/railcontent,https://api.github.com/repos/railroadmedia/railcontent,,todo.md,todo.md,1,gh search code
rajarshibemech/sql-agent,https://api.github.com/repos/rajarshibemech/sql-agent,,.specify/memory/agent.md,.specify/memory/agent.md,1,gh search code
rakibulmuhajir/Haasib,https://api.github.com/repos/rakibulmuhajir/Haasib,1.0,QWEN.md,QWEN.md; docs/spec-reference.md,2,gh search code
ranasagar/hamro-saath-safa-nepal-v3.1,https://api.github.com/repos/ranasagar/hamro-saath-safa-nepal-v3.1,,.specify/plans/project-plan.md,.specify/plans/project-plan.md,1,gh search code
raphaeltm/simple-agent-manager,https://api.github.com/repos/raphaeltm/simple-agent-manager,23.0,specs/010-docs-review/research.md,specs/010-docs-review/research.md,1,gh search code
RaquelYang/Aigo,https://api.github.com/repos/RaquelYang/Aigo,,.specify/scripts/bash/create-new-feature.sh,.specify/scripts/bash/create-new-feature.sh,1,gh search code
RaythaHQ/raytha-core,https://api.github.com/repos/RaythaHQ/raytha-core,,.cursor/standards.md,.cursor/standards.md,1,gh search code
Razaib-khan/Hackathon-2-phases-2-3-4-5-,https://api.github.com/repos/Razaib-khan/Hackathon-2-phases-2-3-4-5-,,CLAUDE.md,CLAUDE.md,1,gh search code
rcmilan/poc-cpprts,https://api.github.com/repos/rcmilan/poc-cpprts,,.claude/commands/speckit.specify.md,.claude/commands/speckit.specify.md,1,gh search code
rcorrear/bamf,https://api.github.com/repos/rcorrear/bamf,,.specify/scripts/bash/create-new-feature.sh,.specify/scripts/bash/create-new-feature.sh,1,gh search code
re-cinq/wave,https://api.github.com/repos/re-cinq/wave,13.0,.specify/scripts/bash/bmad-setup.sh,.specify/scripts/bash/bmad-setup.sh,1,gh search code
refactory-lang/config-agent,https://api.github.com/repos/refactory-lang/config-agent,,.agents/commands/speckit.bugfix.md,.agents/commands/speckit.bugfix.md,1,gh search code
refactory-lang/refactory-template,https://api.github.com/repos/refactory-lang/refactory-template,,.agents/commands/speckit.bugfix.md,.agents/commands/speckit.bugfix.md,1,gh search code
refugies-info/karfur,https://api.github.com/repos/refugies-info/karfur,30.0,AGENTS.md,AGENTS.md,1,gh search code
reh3376/mdemg,https://api.github.com/repos/reh3376/mdemg,8.0,docs/archive/benchmarks/whk-wms/archive/whk-wms-file-list.txt,docs/archive/benchmarks/whk-wms/archive/whk-wms-file-list.txt,1,gh search code
relax4u/titanium-mixi-graph-api-examples,https://api.github.com/repos/relax4u/titanium-mixi-graph-api-examples,3.0,Resources/example/ui/voice.js,Resources/example/ui/voice.js,1,gh search code
respec/VB6,https://api.github.com/repos/respec/VB6,15.0,WebDataManager/USGSstandalone/modStandaloneMain.bas,WebDataManager/USGSstandalone/modStandaloneMain.bas,1,gh search code
revity-group/revity-agentic-dev-framework-app,https://api.github.com/repos/revity-group/revity-agentic-dev-framework-app,1.0,docs/7-sdd.md,docs/7-sdd.md,1,gh search code
rh-aiservices-bu/sardeenz,https://api.github.com/repos/rh-aiservices-bu/sardeenz,38.0,docs/architecture.md,docs/architecture.md,1,gh search code
rhuss/cc-sdd,https://api.github.com/repos/rhuss/cc-sdd,9.0,docs/plugin-schema.md,docs/plugin-schema.md,1,gh search code
RiazMehmood/humanoid-robotics-textbook-project,https://api.github.com/repos/RiazMehmood/humanoid-robotics-textbook-project,,.cursor/commands/sp.plan.md,.cursor/commands/sp.plan.md,1,gh search code
richardkdrew/assisted-ai-practice,https://api.github.com/repos/richardkdrew/assisted-ai-practice,,module5/.specify/scripts/bash/update-agent-context.sh,module5/.specify/scripts/bash/update-agent-context.sh,1,gh search code
Rickenbacker620/dotfiles,https://api.github.com/repos/Rickenbacker620/dotfiles,,dot_gitignore,dot_gitignore,1,gh search code
rizrmd/auto-simple,https://api.github.com/repos/rizrmd/auto-simple,,CRUSH.md,CRUSH.md,1,gh search code
rktech0078/phase_05,https://api.github.com/repos/rktech0078/phase_05,,.cursorrules,.cursorrules,1,gh search code
rlerikse/bigfamfestival,https://api.github.com/repos/rlerikse/bigfamfestival,,.specify/workspace/all-specs.md,.specify/workspace/all-specs.md,1,gh search code
